subject,professor,lecture_type,time,room
식물영양및비료학특론,조재영,일반,전주:농업생명과학대학2호관 111 ,"월 5-A,월 5-B,월 6-A,월 6-B,월 7-A,월 7-B"
식물영양학,이준우,일반,전주:농업생명과학대학1호관 303 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
식물유전생리학,이용훈,일반,익산:제2 환생대관 414-3 ,"화 3-A,화 3-B,화 4-A,목 1-B,목 2-A,목 2-B"
식물유전학및실험,박철수,일반,전주:농업생명과학대학2호관 326 ,"월 3-A,월 3-B,월 4-A,월 4-B,월 5-A,월 5-B,수 5-A,수 5-B"
식물유전학특론,이정환,일반,전주:자연과학대학2호관 401 ,"수 9-A,수 9-B,수 10-A,수 10-B,수 11-A,수 11-B"
식물학,이용훈,일반,익산:제2 환생대관 114 ,"화 1-B,화 2-A,화 2-B,목 3-A,목 3-B,목 4-A"
식물형태학,김창환,일반,전주:농업생명과학대학3호관 410 ,"월 2-A,월 2-B,월 3-A,월 3-B,월 4-A,월 4-B"
식물형태학특론,황성수,일반,전주:과학관 302-2 ,"수 7-A,수 7-B,수 8-A,수 8-B,수 9-A,수 9-B"
식물환경론,주호종,일반,전주:농업생명과학대학3호관 409 ,"수 0-A,수 0-B,수 1-A,수 1-B,수 2-A,수 2-B"
식사요법및실습,박정은,일반,전주:생활과학대학 407 ,"화 6-A,화 6-B,화 7-A,화 7-B,화 8-A,화 8-B,화 9-A,화 9-B"
식생활관리학,노정옥,일반,전주:생활과학대학 116 ,"화 8-A,화 8-B,화 9-A,화 9-B,목 7-A,목 7-B,목 8-A,목 8-B"
식용균이학,김명곤,일반,전주:농업생명과학대학4호관 120-1 ,"화 8-A,화 8-B,화 9-A,목 6-B,목 7-A,목 7-B"
식육품질학,황인호,온·오프라인강좌,전주:농업생명과학대학1호관 205 ,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
식품가공학,신명님,일반,:  ,"금 11-A,금 11-B,금 12-A,금 12-B,금 13-A,금 13-B"
식품가공학 1,김용석,일반,전주:농업생명과학대학4호관 402 ,"화 1-B,화 2-A,화 2-B,목 3-A,목 3-B,목 4-A"
식품가공학 1,김용석,일반,전주:농업생명과학대학4호관 423 ,"화 3-A,화 3-B,화 4-A,목 1-B,목 2-A,목 2-B"
식품경제학,차동욱,일반,전주:농업생명과학대학4호관 403 ,"월 0-A,월 0-B,월 1-A,월 1-B,월 2-A,월 2-B"
식품경제학특론,윤태진,일반,전주:농업생명과학대학4호관 419 ,"목 11-A,목 11-B,목 12-A,목 12-B,목 13-A,목 13-B"
식품계량경제학,최종산,일반,전주:농업생명과학대학1호관 209 ,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B"
식품공학,오현화,일반,전주:농업생명과학대학4호관 423 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B"
식품공학,오현화,일반,전주:농업생명과학대학4호관 423 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
식품공학강론,김용석,일반,전주:농업생명과학대학본관 107 전주:농업생명과학대학본관 112 ,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B"
식품마케팅및캡스톤,백승우,일반,전주:농업생명과학대학4호관 419 ,"월 5-A,월 5-B,월 6-A,월 6-B,월 7-A,월 7-B"
식품미생물학,윤순일,일반,:  ,"금 11-A,금 11-B,금 12-A,금 12-B,금 13-A,금 13-B"
식품미생물학 1(Food Microbiology 1),윤순일,일반,전주:농업생명과학대학4호관 423 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
식품미생물학 1(Food Microbiology 1),윤순일,일반,전주:농업생명과학대학4호관 120-1 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
식품미생물학실험,백상호,일반,전주:생활과학대학 219 ,"월 8-A,월 8-B,월 9-A,월 9-B,월 10-A,월 10-B,월 11-A,월 11-B"
식품분석및실험,정현아,일반,전주:생활과학대학 219 ,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B,수 4-A,수 4-B"
식품분석학및실험,송근섭,일반,전주:농업생명과학대학4호관 120-1 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B,목 9-A,목 9-B"
식품분석학및실험,송근섭,일반,전주:농업생명과학대학4호관 423 ,"화 8-A,화 8-B,화 9-A,화 9-B,목 6-A,목 6-B,목 7-A,목 7-B"
식품분자생물학입문(Introduction to Food Molecular Biology),김광표,일반,전주:농업생명과학대학4호관 402 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
식품산업경영론,김수현,일반,전주:농업생명과학대학4호관 419 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
식품생화학 1(Food Biochemistry 1),김광표,일반,전주:농업생명과학대학4호관 402 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
식품생화학 1(Food Biochemistry 1),김광표,일반,전주:농업생명과학대학4호관 120-1 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
식품소비경제학특론,유찬주,일반,전주:농업생명과학대학1호관 309 ,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B"
식품안전위생학특론,송수연,일반,전주:농업생명과학대학3호관 222 ,"화 1-A,화 1-B,화 2-A,화 2-B,화 3-A,화 3-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
식품영양세미나,노정옥,일반,전주:생활과학대학 116 ,"화 4-A,화 4-B,화 5-A,화 5-B,화 6-A,화 6-B"
식품영양커뮤니케이션,이영숙,일반,전주:생활과학대학 407 ,"월 6-A,월 6-B,월 7-A,월 7-B,월 8-A,월 8-B"
식품위생관계법규,유재수,일반,전주:생활과학대학 116 ,"월 3-A,월 3-B,월 4-A,월 4-B"
식품위생학,백상호,일반,전주:생활과학대학 118 ,"월 5-A,월 5-B,월 6-A,월 6-B,월 7-A,월 7-B"
식품위생학특론,윤순일,일반,전주:농업생명과학대학4호관 402 ,"수 7-A,수 7-B,수 8-A,수 8-B,수 9-A,수 9-B"
식품위생학특론,유재수,일반,전주:생활과학대학 116 ,"목 11-A,목 11-B,목 12-A,목 12-B,목 13-A,목 13-B"
식품자원경제학,유찬주,일반,전주:농업생명과학대학1호관 209 ,"월 2-A,월 2-B,월 3-A,월 3-B,월 4-A,월 4-B"
식품자원통계학,최종산,일반,전주:농업생명과학대학1호관 209 ,"수 5-A,수 5-B,수 6-A,수 6-B,수 7-A,수 7-B"
식품재료학,유재수,일반,전주:생활과학대학 116 ,"수 7-A,수 7-B,수 8-A,수 8-B,수 9-A,수 9-B"
식품저장학특론,김용석,일반,전주:농업생명과학대학4호관 404 ,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B"
식품천연물화학특론,정현아,일반,전주:생활과학대학 118 ,"화 1-A,화 1-B,화 2-A,화 2-B,화 3-A,화 3-B"
식품첨가물학,김용석,일반,전주:농업생명과학대학4호관 423 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
식품캡스톤디자인,윤순일,일반,전주:농업생명과학대학4호관 120-1 ,"금 5-A,금 5-B,금 6-A,금 6-B,금 7-A,금 7-B,금 8-A,금 8-B,금 9-A,금 9-B,금 10-A,금 10-B"
식품품질관리론,오현화,일반,전주:농업생명과학대학4호관 423 ,"화 6-B,화 7-A,화 7-B,목 8-A,목 8-B,목 9-A"
식품풍미화학특론,송근섭,일반,전주:농업생명과학대학4호관 401 ,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B"
식품학개론,김영수,일반,:  ,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B"
식품화학 1,정현아,일반,전주:생활과학대학 118 ,"목 1-A,목 1-B,목 2-A,목 2-B,목 3-A,목 3-B"
식품화학 1,김영수,일반,전주:농업생명과학대학4호관 120-1 ,"화 1-B,화 2-A,화 2-B,목 3-A,목 3-B,목 4-A"
식품화학 1,김영수,일반,전주:농업생명과학대학4호관 120-1 ,"화 3-A,화 3-B,화 4-A,목 1-B,목 2-A,목 2-B"
신경과학실습,김고운,일반,:  ,"월 1-A,월 1-B,월 2-A,월 2-B,월 3-A,월 3-B,월 4-A,월 4-B,월 5-A,월 5-B,월 6-A,월 6-B,월 7-A,월 7-B,월 8-A,월 8-B,화 1-A,화 1-B,화 2-A,화 2-B,화 3-A,화 3-B,화 4-A,화 4-B,화 5-A,화 5-B"
신경과학입문,김종완,일반,전주:사회과학대학 219 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B"
신경생물학특론,김환규,일반,전주:자연과학대학2호관 409 ,"금 3-A,금 3-B,금 4-A,금 4-B,금 5-A,금 5-B"
신경해부학,한의혁,일반,전주:의과대학 2호관 104 ,"수 7-A,수 7-B,수 8-A,수 8-B,수 9-A,수 9-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
신약개발과임상시험,채한정,일반,전주:인문사회관 829 ,"목 5-A,목 5-B,목 6-A,목 6-B,목 7-A,목 7-B"
신재생에너지(JST),RIS교원2,원격강좌(콘텐츠),:  ,"토 4-A,토 4-B,토 5-A,토 5-B,토 6-A,토 6-B"
신재생에너지개론,이기태,일반,전주:공과대학 5호관 302 ,"수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B"
신재생에너지공학,소병문,일반,전주:공과대학 6호관 B14 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
신체활동측정평가,황진,일반,전주:예체능관 216 ,"목 6-A,목 6-B,목 7-A,목 7-B"
신호및시스템,임명섭,일반,전주:공과대학 7호관 302 ,"화 5-A,화 5-B,화 6-A,화 6-B,화 7-A,화 7-B"
신호전달과조절생리학(Signal Transduction and Regulatory Physiology),김수미,일반,전주:의과대학 본관 215 ,"월 7-A,월 7-B,월 8-A,월 8-B,월 9-A,월 9-B"
실내공간코디네이션,이승희,일반,전주:생활과학대학 412 ,"화 2-A,화 2-B,화 3-A,화 3-B,화 5-A,화 5-B,화 6-A,화 6-B,화 7-A,화 7-B"
실내디자인원론,최병숙,일반,전주:생활과학대학 116 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B"
실내환경론,정인수,일반,전주:생활과학대학 412 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
실무시각디자인,송재은,일반,전주:예술대학 본관 2070 ,"목 1-A,목 1-B,목 2-A,목 2-B,목 3-A,목 3-B,목 4-A,목 4-B"
실무영상이미지제작,오진욱,일반,전주:예술대학 본관 5050 ,"목 1-A,목 1-B,목 2-A,목 2-B,목 3-A,목 3-B,목 4-A,목 4-B"
실무일러스트레이션,김소림,일반,전주:예술대학 본관 2080 ,"금 6-A,금 6-B,금 7-A,금 7-B,금 8-A,금 8-B,금 9-A,금 9-B"
실무제품디자인,조광수,일반,전주:예술대학 본관 3080 ,"화 1-A,화 1-B,화 2-A,화 2-B,화 3-A,화 3-B,화 4-A,화 4-B"
실무제품모델링및표현기법,서영국,일반,전주:예술대학 본관 5050 ,"금 1-A,금 1-B,금 2-A,금 2-B,금 3-A,금 3-B,금 4-A,금 4-B"
실무편집디자인프로젝트,김길례,일반,전주:예술대학 본관 2080 ,"화 1-A,화 1-B,화 2-A,화 2-B,화 3-A,화 3-B,화 4-A,화 4-B"
실습과정 1,최동배,일반,전주:신축 법학전문대학원 204 ,"금 7-A,금 7-B"
실용영어(Practical English),맥어노이 캐롤라인,일반,전주:뉴실크로드센터 510 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
실용영어(Practical English),크리스틴 쿨,일반,전주:뉴실크로드센터 511 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
실용영어(Practical English),탈브릭 프란시스,일반,전주:뉴실크로드센터 512 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
실용영어(Practical English),폴 호리건,일반,전주:뉴실크로드센터 609 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
실용영어(Practical English),베써니 맥콜,일반,전주:뉴실크로드센터 610 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
실용영어(Practical English),로버트 허드슨,일반,전주:뉴실크로드센터 611 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
실용영어(Practical English),조나단 웨인 탤컷,일반,전주:뉴실크로드센터 611 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
실용영어(Practical English),크리스챤 마탸,일반,전주:뉴실크로드센터 612 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
실용영어(Practical English),베써니 맥콜,일반,전주:뉴실크로드센터 610 ,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B"
실용영어(Practical English),로버트 허드슨,일반,전주:뉴실크로드센터 611 ,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B"
실용영어(Practical English),다니엘 셸링티자,일반,전주:뉴실크로드센터 612 ,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B"
실용영어(Practical English),요한 프란시스,일반,전주:뉴실크로드센터 610 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
실용영어(Practical English),맥어노이 캐롤라인,일반,전주:뉴실크로드센터 510 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
실용영어(Practical English),크리스틴 쿨,일반,전주:뉴실크로드센터 511 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
실용영어(Practical English),크리스틴 쿨,일반,전주:뉴실크로드센터 511 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
실용영어(Practical English),탈브릭 프란시스,일반,전주:뉴실크로드센터 512 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
실용영어(Practical English),맥어노이 캐롤라인,일반,전주:뉴실크로드센터 510 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B"
실용영어(Practical English),맥어노이 캐롤라인,일반,전주:뉴실크로드센터 510 ,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B"
실용영어(Practical English),크리스틴 쿨,일반,전주:뉴실크로드센터 511 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
실용영어(Practical English),탈브릭 프란시스,일반,전주:뉴실크로드센터 512 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
실용영어(Practical English),베써니 맥콜,일반,전주:뉴실크로드센터 513 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
실용영어(Practical English),크리스틴 쿨,일반,전주:뉴실크로드센터 511 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
실용영어(Practical English),맥어노이 캐롤라인,일반,전주:뉴실크로드센터 510 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B"
실용영어(Practical English),요한 프란시스,일반,전주:뉴실크로드센터 610 ,"수 9-A,수 9-B,금 8-A,금 8-B,금 9-A,금 9-B"
실용영어(Practical English),조나단 웨인 탤컷,일반,전주:뉴실크로드센터 611 ,"수 9-A,수 9-B,금 8-A,금 8-B,금 9-A,금 9-B"
실용영어(Practical English),크리스챤 마탸,일반,전주:뉴실크로드센터 612 ,"수 9-A,수 9-B,금 8-A,금 8-B,금 9-A,금 9-B"
실용영어(Practical English),폴 호리건,일반,전주:뉴실크로드센터 609 ,"수 4-A,수 4-B,금 3-A,금 3-B,금 4-A,금 4-B"
실용영어(Practical English),베써니 맥콜,일반,전주:뉴실크로드센터 610 ,"수 4-A,수 4-B,금 3-A,금 3-B,금 4-A,금 4-B"
실용영어(Practical English),로버트 허드슨,일반,전주:뉴실크로드센터 611 ,"수 4-A,수 4-B,금 3-A,금 3-B,금 4-A,금 4-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
실용영어(Practical English),폴 호리건,일반,전주:뉴실크로드센터 609 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B"
실용영어(Practical English),베써니 맥콜,일반,전주:뉴실크로드센터 610 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B"
실용영어(Practical English),로버트 허드슨,일반,전주:뉴실크로드센터 611 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B"
실용영어(Practical English),다니엘 셸링티자,일반,전주:뉴실크로드센터 612 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B"
실용영어(Practical English),크리스틴 쿨,일반,전주:뉴실크로드센터 511 ,"수 9-A,수 9-B,금 8-A,금 8-B,금 9-A,금 9-B"
실용영어(Practical English),탈브릭 프란시스,일반,전주:뉴실크로드센터 512 ,"수 9-A,수 9-B,금 8-A,금 8-B,금 9-A,금 9-B"
실용영어(Practical English),로버트 허드슨,일반,전주:뉴실크로드센터 510 ,"수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B"
실용영어(Practical English),크리스틴 쿨,일반,전주:뉴실크로드센터 511 ,"수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B"
실용영어(Practical English),탈브릭 프란시스,일반,전주:뉴실크로드센터 512 ,"수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B"
실용영어(Practical English),요한 프란시스,일반,전주:뉴실크로드센터 610 ,"수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B"
실용영어(Practical English),조나단 웨인 탤컷,일반,전주:뉴실크로드센터 611 ,"수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B"
실용영어(Practical English),크리스챤 마탸,일반,전주:뉴실크로드센터 612 ,"수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B"
실용영어(Practical English),폴 호리건,일반,전주:뉴실크로드센터 609 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B"
실용영어(Practical English),맥어노이 캐롤라인,일반,전주:뉴실크로드센터 510 ,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B"
실용영어(Practical English),폴 호리건,일반,전주:뉴실크로드센터 609 ,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B"
실용영어(Practical English),탈브릭 프란시스,일반,전주:뉴실크로드센터 512 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
실용영어(Practical English),요한 프란시스,일반,전주:뉴실크로드센터 610 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
실용영어(Practical English),조나단 웨인 탤컷,일반,전주:뉴실크로드센터 611 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
실용영어(Practical English),크리스챤 마탸,일반,전주:뉴실크로드센터 612 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
실용영어(Practical English),요한 프란시스,일반,전주:뉴실크로드센터 610 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
실용영어(Practical English),조나단 웨인 탤컷,일반,전주:뉴실크로드센터 611 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
실용영어(Practical English),크리스챤 마탸,일반,전주:뉴실크로드센터 612 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
실용영어(Practical English),탈브릭 프란시스,일반,전주:뉴실크로드센터 512 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
실용영어(Practical English),베써니 맥콜,일반,전주:뉴실크로드센터 610 ,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B"
실용영어(Practical English),로버트 허드슨,일반,전주:뉴실크로드센터 611 ,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B"
실용영어(Practical English),다니엘 셸링티자,일반,전주:뉴실크로드센터 612 ,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B"
실용영어(Practical English),베써니 맥콜,일반,전주:뉴실크로드센터 610 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B"
실용영어(Practical English),다니엘 셸링티자,일반,전주:뉴실크로드센터 612 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B"
실용영어(Practical English),폴 호리건,일반,전주:뉴실크로드센터 609 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
실용영어(Practical English),요한 프란시스,일반,전주:뉴실크로드센터 610 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
실용영어(Practical English),조나단 웨인 탤컷,일반,전주:뉴실크로드센터 611 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
실용영어(Practical English),맥어노이 캐롤라인,일반,전주:뉴실크로드센터 510 ,"수 4-A,수 4-B,금 3-A,금 3-B,금 4-A,금 4-B"
실용영어(Practical English),크리스챤 마탸,일반,전주:뉴실크로드센터 612 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
실용영어(Practical English),요한 프란시스,일반,전주:뉴실크로드센터 511 ,"수 4-A,수 4-B,금 3-A,금 3-B,금 4-A,금 4-B"
실용영어(Practical English),크리스챤 마탸,일반,전주:뉴실크로드센터 512 ,"수 4-A,수 4-B,금 3-A,금 3-B,금 4-A,금 4-B"
실용영작문,은호윤,일반,전주:인문대학1호관 404 ,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B"
실용음악이론과실제 1,이성애,일반,전주:예체능관 301 ,"수 8-A,수 8-B,수 9-A,수 9-B"
실용한자와고사성어,문혜정,일반,전주:인문대학2호관 506 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B"
실증개발경제학,최종산,일반,전주:농업생명과학대학1호관 209 ,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B"
실험동물발생학,박병용,일반,익산:제2 수의학관 111 ,"화 4-B,화 5-A,화 5-B,화 6-A,화 6-B,화 7-A"
실험동물을이용한안전성(독성)평가,권중기,일반,익산:제1 수의학관 301 ,"월 11-A,월 11-B,월 12-A,월 12-B,월 13-A,월 13-B"
실험동물해부학,안동춘,일반,익산:제2 수의학관 110-1 ,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B"
실험설계및분석(병리),최인영,일반,전주:농업생명과학대학3호관 409 ,"월 11-A,월 11-B,수 3-A,수 3-B,수 4-A,수 4-B"
실험설계및통계학,정성석,일반,전주:농업생명과학대학본관 107 ,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B"
실험통계학,서혜영,일반,익산:제2 환생대관 411 ,"월 6-A,월 6-B,월 7-A,월 7-B,월 8-A,월 8-B"
심리진단,김호영,일반,전주:인문사회관 204 ,"화 2-A,화 2-B,화 3-A,화 3-B,화 4-A,화 4-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
심리통계,한현석,일반,전주:사회과학대학 219 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
심리평가,최명심,일반,전주:사회과학대학 219 ,"화 8-A,화 8-B,화 9-A,화 9-B,목 6-A,목 6-B,목 7-A,목 7-B"
심리학개론,이건호,일반,전주:인문대학2호관 136 ,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B"
심리학개론,박인조,일반,전주:사회과학대학 111 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
심리학개론,이건호,일반,전주:사회과학대학 414 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
심리학개론,최광호,일반,전주:사회과학대학 111 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B"
심리학개론,이건호,일반,전주:사회과학대학 111 ,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B"
심리학개론,정미림,일반,전주:인문사회관 201 ,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B"
심리학개론,김은호,일반,전주:사회과학대학 111 ,"수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B"
심리학개론,김은호,일반,전주:사회과학대학 111 ,"수 9-A,수 9-B,금 8-A,금 8-B,금 9-A,금 9-B"
심리학개론,정미림,일반,익산:교양관 2205 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
심혈관계질환약물 2,최복희,일반,전주:의과대학 본관 107 ,"화 7-A,화 7-B,화 8-A,화 8-B,화 9-A,화 9-B"
심화선택실습,양종철,일반,전주:의과대학 4호관(의생명융합관) 201 ,"월 1-A,월 1-B,월 2-A,월 2-B,월 3-A,월 3-B,월 4-A,월 4-B,월 5-A,월 5-B,월 6-A,월 6-B,월 7-A,월 7-B,월 8-A,월 8-B,화 1-A,화 1-B,화 2-A,화 2-B,화 3-A,화 3-B,화 4-A,화 4-B,화 5-A,화 5-B"
아날로그 Subcircuit 설계,조성익,일반,전주:공과대학 7호관 329 ,"목 3-A,목 3-B,목 4-A,목 4-B,목 5-A,목 5-B"
아날로그디지털통신 2,김송민,일반,전주:공과대학 6호관 B16 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
아날로그집적회로설계,조성익,일반,전주:공과대학 7호관 112 ,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B"
아동간호학 2,김현옥,일반,전주:간호대학 303 ,"월 1-A,월 1-B,월 2-A,월 2-B,월 3-A,월 3-B"
아동간호학 2,김현옥,일반,전주:간호대학 303 ,"목 1-A,목 1-B,목 2-A,목 2-B,목 3-A,목 3-B"
아동간호학실습 1,김현옥,일반,:  ,"월 10-A,월 10-B,월 11-A,월 11-B,월 12-A,월 12-B"
아동간호학실습 1,김현옥,일반,:  ,"화 10-A,화 10-B,화 11-A,화 11-B,화 12-A,화 12-B"
아동간호학실습 1,김현옥,일반,:  ,"금 10-A,금 10-B,금 11-A,금 11-B,금 12-A,금 12-B"
아동간호학실습 1,김현옥,일반,:  ,"목 10-A,목 10-B,목 11-A,목 11-B,목 12-A,목 12-B"
아동과미디어환경,김태연,일반,전주:생활과학대학 414 ,"화 9-A,화 9-B,화 10-A,화 10-B,화 11-A,화 11-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
아동권리와복지,권미나,일반,전주:생활과학대학 116 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B"
아동복지론,김순규,일반,전주:사회과학대학 418 ,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B"
아동안전관리,이수재,일반,전주:생활과학대학 408 ,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B"
아동음악,이주영,일반,전주:생활과학대학 110 ,"목 2-A,목 2-B,목 3-A,목 3-B,목 4-A,목 4-B,목 5-A,목 5-B"
아동집단상담,차미숙,일반,전주:생활과학대학 110 ,"화 1-A,화 1-B,화 2-A,화 2-B,화 3-A,화 3-B"
*아시아공동체의과학과문명,문만용,화상강의,전주:진수당 351 ,"목 5-A,목 5-B,목 6-A,목 6-B,목 7-A,목 7-B"
아시아사회의이해,이태훈,일반,전주:사회과학대학 220 ,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B"
아프리카비즈니스입문,김덕수,일반,전주:인문대학1호관 118 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
